	sumsquare_error	aic	bic	kl_div
gamma	8.631030195701795e-05	1186.6184168246848	-140142.04686292846	0.0524444520051909
norm	8.645501131671618e-05	1184.578201161444	-140138.1600393513	0.05237847208914926
genlogistic	8.651572045906104e-05	1195.9119644576817	-140123.84010186273	0.05639650842695508
logistic	8.772700502253723e-05	1194.4375561181162	-140026.29575871298	0.056555831903297785
genextreme	8.918833308847775e-05	1181.2325888246178	-139890.8219259138	0.050453506054143074
