	sumsquare_error	aic	bic	kl_div
genlogistic	2.3973004991311545e-05	1216.6556337353245	-195564.60654463022	0.0193705550947764
logistic	2.663702795758219e-05	1214.535348106187	-194534.71114527775	0.02116850658770569
gamma	2.6698462941135145e-05	1208.5815941230578	-194502.7978223883	0.021363275222328143
genextreme	3.0662412314706376e-05	1204.6583629404329	-193137.72426950317	0.02279158352080716
norm	3.066847265728305e-05	1205.4912381672884	-193144.97180506	0.023430710593582673
