	sumsquare_error	aic	bic	kl_div
gennorm	8.877191113934538e-06	1204.1529829891726	-226624.2463173892	0.004883117285131296
genextreme	3.535537236421873e-05	1203.085985536144	-211653.41767210647	0.014954484434408485
gamma	4.649653329105683e-05	1205.0473903821173	-208685.9621502757	0.019722239974873323
norm	4.653399858846264e-05	1203.0443145402937	-208686.52716090396	0.019737926757029234
genlogistic	6.92254881360495e-05	1209.8747029137774	-204374.52170904443	0.03008833532435033
