	sumsquare_error	aic	bic	kl_div
beta	1.6668119165621124e-05	1161.314822248666	-185065.51630284853	0.008745379049396552
gennorm	2.2844002092990888e-05	1165.494578836478	-182176.1488780347	0.013107678542777482
foldnorm	4.7159281061171834e-05	1173.1812331519595	-175510.4996532	0.021017657744625235
chi	6.355194664673037e-05	1185.2255770861534	-172767.0864185902	0.03255472136663933
powernorm	6.605489954293363e-05	1186.6252342081648	-172411.85800961102	0.03342988639502783
