	sumsquare_error	aic	bic	kl_div
dgamma	4.9968229784055295e-05	1226.3396726029189	-186674.23513126283	0.03931345006922253
cauchy	6.122452701956474e-05	1265.6640268343465	-184696.71680577833	0.04805643704756235
gennorm	6.916426496277267e-05	1216.5738086901706	-183495.11227415403	0.04470406825430187
lognorm	0.00013860450542690117	1204.7636029167318	-176697.335613477	0.06618699341349478
gamma	0.00013877141798833377	1204.7215793685966	-176685.56647277312	0.06622646622787022
