	sumsquare_error	aic	bic	kl_div
gennorm	1.2131229225785618e-05	1197.0948315047174	-224127.20297998365	0.006117833733955812
beta	2.604547579279656e-05	1187.8931645409202	-215809.50927884833	0.014153827876986613
powernorm	7.453654123154468e-05	1202.13363323892	-204385.3859950641	0.03239690395365565
foldnorm	8.088221590943923e-05	1184.3377128970853	-203496.9314755579	0.050013253318079876
chi	8.885302735042945e-05	1196.7710611656526	-202474.88796940577	0.04097437444102907
