	sumsquare_error	aic	bic	kl_div
lognorm	6.799458130306208e-05	1688.2645795516464	-164029.50303981017	inf
gennorm	6.914568619004344e-05	1595.0495468087367	-163882.04025620097	inf
gamma	6.991154961319147e-05	1687.346743455379	-163785.28279814415	inf
f	7.036551480198057e-05	1688.2517475727473	-163719.3482816552	inf
beta	7.064156454576466e-05	1688.9234949499996	-163684.9553411247	inf
