KURTOSIS

SC6:	4.4590074759279945
SC7:	4.7011066563600545
SC8:	4.7416077857147965
SC9:	4.835731147074454
SC10:	4.93273079729867
SC11:	4.9749975157649
SC12:	4.997458875564111
SC13:	4.980595773118723
SC14:	5.014467899285535
SC15:	5.014863474639293
SC16:	4.981852512021132
SC17:	4.878542866673784
SC18:	4.8555083957672105
SC19:	4.855153158595109
SC20:	4.858217622095774
SC21:	4.874183670401739
SC22:	4.897825874373336
SC23:	4.9044179047336405
SC24:	5.014782109211831
SC25:	5.032882352856388
SC26:	5.049878165750755
SC27:	5.120615156878939
SC28:	5.048470675503216
SC29:	5.092151096196341
SC30:	5.003906114207101
SC31:	4.857194793038429
SC34:	5.076309357791354
SC35:	5.213449098604022
SC36:	5.075443162719164
SC37:	5.080035934609487
SC38:	5.163170520923309
SC39:	5.029368032038235
SC40:	5.061477159975443
SC41:	4.982507391952042
SC42:	4.974728106928978
SC43:	4.909054534730168
SC44:	4.87074422836179
SC45:	4.816581515427802
SC46:	4.780304818579345
SC47:	4.709994466025726
SC48:	4.733168095460426
SC49:	4.664705346064135
SC50:	4.604884601561496
SC51:	4.508414750422471
SC52:	4.462496153294978
SC53:	4.461122571536936
SC54:	4.409692581947636
SC55:	4.296878348945446
SC56:	4.20131288049083
SC57:	4.1454258881563675
SC58:	4.0397960430695825
