SC6,(-0.386570878034794, 56.53913524200544)
SC7,(-0.370202995287137, 57.036635700265876)
SC8,(-0.012015873129040375, 57.38716642744086)
SC9,(-0.29388259041507936, 56.92200049591923)
SC10,(-0.26721633343188095, 55.604709786154075)
SC11,(-0.29793073563552924, 54.52354831849375)
SC12,(-0.18348888199996652, 54.970364102542405)
SC13,(-0.3247881433423852, 56.872210139958874)
SC14,(0.18858130384186464, 58.506777687431246)
SC15,(0.454924394123925, 58.35536455083684)
SC16,(0.4584048980809981, 58.228349487489055)
SC17,(0.22971865231595812, 58.039357687132274)
SC18,(0.22019125929644678, 57.948726240883275)
SC19,(-0.22051254724132724, 55.80632662751005)
SC20,(-0.34755058239087216, 53.02299923380813)
SC21,(-0.31623404492732166, 49.514694902994286)
SC22,(0.7816627270998481, 42.31737644255135)
SC23,(0.8498260728299578, 34.12546839809178)
SC24,(0.22232372193304376, 29.39153097134211)
SC25,(0.06370016824945715, 27.980023375599455)
SC26,(0.3515815207389355, 26.22177058083457)
SC27,(0.24328585198661912, 25.460665458264085)
SC28,(0.3587418294656536, 25.22072350139762)
SC29,(0.4774193984069434, 28.57557855624645)
SC30,(-0.010580770024294759, 39.569641042925554)
SC31,(-0.014221912113228674, 18.74128472149696)
SC34,(-0.02622043237608366, 41.30907942482492)
SC35,(0.30459446812317686, 25.041997925385598)
SC36,(0.1913338704453679, 24.446128387786796)
SC37,(0.2350968260449768, 26.10923984073761)
SC38,(0.27340428445986303, 26.328831373070578)
SC39,(-0.034224690959237074, 26.360008712560187)
SC40,(-0.012832581326849555, 26.786953168815735)
SC41,(-0.06499431831892317, 27.6062584042739)
SC42,(-0.046719314627545167, 28.14394804704319)
SC43,(-0.16769501359565306, 28.673262576918596)
SC44,(-0.05169605060093158, 28.721866498938915)
SC45,(-0.0517504608583721, 29.603135000399618)
SC46,(0.0635721809495182, 30.066799398139757)
SC47,(0.049343572189172, 29.71159408161181)
SC48,(-0.00444274097516631, 29.590342566265043)
SC49,(0.2158282207281719, 28.798670729949453)
SC50,(0.1844137083459573, 27.95540687925889)
SC51,(0.28317764394778977, 28.22324349171602)
SC52,(0.276547309292568, 28.244624060719087)
SC53,(0.5157185006429834, 29.493780139639384)
SC54,(0.7343569762796636, 28.193138050741084)
SC55,(0.7012826620088738, 25.89395590625891)
SC56,(0.6985677448533667, 23.925789837161332)
SC57,(0.6195210250215782, 23.329868725131046)
SC58,(0.7816076358029218, 30.532036868650508)
