	sumsquare_error	aic	bic	kl_div
dgamma	5.9748713830530125e-05	1216.9847656082036	-179732.3483240889	0.042415626247291276
powernorm	7.606414592073397e-05	1199.3436073587445	-177434.42381991088	0.04360640917942066
loggamma	7.71548392975518e-05	1198.846206578451	-177298.91326419593	0.043862039667216295
norm	8.047692915117788e-05	1196.169106472581	-176906.83105208442	0.04698934841731273
cauchy	8.120238185660858e-05	1256.250089932558	-176821.41622508643	0.05676365339002289
