	sumsquare_error	aic	bic	kl_div
cauchy	5.6872111611772274e-05	1309.6806261438078	-165071.5595871536	0.04260307653995939
gennorm	7.849058799612891e-05	1278.2348910027804	-162241.20751522615	0.05883393851624686
dgamma	9.152050385273382e-05	1274.8803837843016	-160896.2696815677	0.06592119843133652
rayleigh	0.00023535560386565995	inf	-152634.05827670716	0.21284652793305672
powernorm	0.00044634641521282145	1252.3792166113412	-147020.52003924406	0.19208673781125693
