	sumsquare_error	aic	bic	kl_div
powerlognorm	1.7791919331804252e-05	2170.1575450148343	-146261.99571033404	inf
beta	2.0770951435803873e-05	1786.894691061506	-145120.57375820592	inf
gamma	2.1198734063039608e-05	1783.3646192029428	-144979.1732062662	inf
lognorm	2.1747436474364596e-05	1781.051736056411	-144790.76045689158	inf
gennorm	2.1775193702247158e-05	1667.8834541844624	-144781.35596694716	inf
