	sumsquare_error	aic	bic	kl_div
chi2	2.4670392539186766e-05	1430.8570246519948	-143655.82249656622	inf
lognorm	2.6290227272834278e-05	1414.8486295916114	-143187.58398658974	inf
gamma	2.6498356195225536e-05	1415.736943647794	-143129.5236600753	inf
powernorm	2.6500681260109127e-05	1421.0721972024503	-143128.87763125775	inf
beta	2.7154008887826938e-05	1421.249435109183	-142940.65305178403	inf
