	sumsquare_error	aic	bic	kl_div
genlogistic	0.0005859067355995041	1143.6219353834604	-27248.34771974998	inf
gennorm	0.0005914812964305866	1177.6259563419574	-27231.075461735152	inf
logistic	0.0006067980385081957	1148.8750710136376	-27191.951951351228	inf
gamma	0.0007025833225579009	1234.702358443374	-26917.103154348664	inf
norm	0.0007178112732259399	1236.0131755690713	-26885.500491304378	inf
