	sumsquare_error	aic	bic	kl_div
gennorm	0.00038559134122387496	1252.2543852798137	-28011.477428006623	inf
genextreme	0.0003944667045373436	1281.0767005212383	-27969.96933410732	inf
weibull_max	0.0003944668582449308	1281.07455643105	-27969.96862336905	inf
norm	0.0004027335611145911	1216.0322174513433	-27939.6475093871	inf
gengamma	0.00040274451491151226	1232.869133043063	-27924.580325438375	inf
