	sumsquare_error	aic	bic	kl_div
genextreme	0.0006979339490556521	1505.8649124264662	-26929.21366322123	inf
gamma	0.0007732420505758503	1409.784372347455	-26742.312648550283	inf
gengamma	0.0007819930511024252	1409.4222799736708	-26714.277069768887	inf
gennorm	0.0009565187781006983	1317.6329392885436	-26354.3327279409	inf
norm	0.0009627664355009001	1308.9206053289433	-26349.96650323897	inf
