	sumsquare_error	aic	bic	kl_div
gengamma	0.0002556125919331244	1814.000218709999	-28753.84262272185	inf
gamma	0.0003168176277313238	1581.914290863174	-28369.805521545855	inf
logistic	0.0003228509930959443	1367.3425509754447	-28342.90528996613	inf
genextreme	0.0003713155325933584	1718.5268904517425	-28080.289494855704	inf
genlogistic	0.00038799283798987577	1367.821210745483	-28000.15262512085	inf
