	sumsquare_error	aic	bic	kl_div
gennorm	0.0008086357221631465	1130.2006009547747	-26660.67696939295	inf
gamma	0.0008266730126431983	1116.7982612610099	-26620.43826532001	inf
norm	0.0008280580378390651	1112.4776506646162	-26624.89364203281	inf
genextreme	0.0008566481516736215	1154.8688304468517	-26555.470943744684	inf
logistic	0.0010984843999735712	1061.8266118773897	-26109.42495912069	inf
