	sumsquare_error	aic	bic	kl_div
gennorm	0.00038515924790754116	1116.5705913275765	-28013.52254688859	inf
weibull_min	0.0005064586762210405	1096.254623301014	-27514.137149670998	inf
gengamma	0.0005156546527703688	1094.4338333952046	-27473.806339039722	inf
gamma	0.0005201354175056636	1090.1723285837393	-27465.534002034237	inf
norm	0.0005225872755326731	1086.580286952812	-27464.46486659224	inf
