	sumsquare_error	aic	bic	kl_div
gennorm	0.00019285120463328318	1376.434936209223	-29275.252565102233	inf
f	0.0002220088062128706	1510.2934699162897	-29010.928011432203	inf
lognorm	0.00022256328652947956	1507.807189406129	-29013.88692856635	inf
gamma	0.00022412036333095112	1509.9731926472282	-29001.170458686825	inf
beta	0.00022658239581083893	1513.5788413650012	-28973.73371757384	inf
