	sumsquare_error	aic	bic	kl_div
dgamma	0.00048661609443648635	1616.607608707768	-27587.037374161835	inf
invgamma	0.0005168595023134032	2519.8124901294177	-27477.05824207338	inf
gamma	0.0005327414115266659	2352.0004207940246	-27421.854758163914	inf
beta	0.0005443161357710868	2280.947299380352	-27375.140805247935	inf
norm	0.0005720290316937849	2192.3970569680578	-27299.579388105034	inf
