	sumsquare_error	aic	bic	kl_div
gennorm	0.0005018319274655383	1382.4547451358278	-27530.87686524983	inf
invgamma	0.0005116154294874576	1766.5257744406774	-27495.659126613984	inf
gamma	0.000527945936249954	1614.1691988399432	-27438.347849216054	inf
beta	0.0005346116351479321	1596.1924810317641	-27407.95391283226	inf
powerlognorm	0.0005447585029122601	1583.172470535792	-27373.659037734094	inf
