	sumsquare_error	aic	bic	kl_div
loggamma	0.00017409991287733778	1600.9319329283746	-29461.82876769731	inf
norm	0.00017575943673591034	1602.8480012744317	-29452.033491255836	inf
powernorm	0.00017580992730996094	1604.8828447061435	-29444.000797185905	inf
powerlognorm	0.00017827054941426683	1609.1529530689968	-29411.14044580991	inf
lognorm	0.00017925772642400054	1606.4305775019461	-29408.576656553618	inf
