	sumsquare_error	aic	bic	kl_div
invgamma	0.00027559610422807145	2191.136176875418	-28624.05269558179	inf
gamma	0.0002880051599112304	1999.4007437768328	-28543.72010053884	inf
beta	0.00029856678243250724	1956.0768691244784	-28470.519518859044	inf
gennorm	0.00030295649837340575	1577.6848896697957	-28451.405948180865	inf
norm	0.0003159055273714585	1909.6001611972474	-28382.57307693251	inf
