	sumsquare_error	aic	bic	kl_div
beta	0.001203036868032579	1056.7865499012858	-25928.573551539586	inf
gennorm	0.0012109530319573793	1046.0380993948563	-25924.119459530673	inf
gamma	0.0012258072924775237	1044.4755800449348	-25901.88132102229	inf
lognorm	0.0012266219302155725	1045.6720543966826	-25900.669543511973	inf
chi2	0.0012305297474437256	1057.4101086499456	-25894.867814055444	inf
