	sumsquare_error	aic	bic	kl_div
lognorm	0.0001853857186821935	1759.7992483453525	-29347.264651836456	inf
beta	0.00018795936749810502	1751.7661694646304	-29314.60803240768	inf
gamma	0.00018830588302573093	1764.6157113776765	-29318.757250762468	inf
norm	0.00019099175277814513	1732.218627848456	-29300.43351037561	inf
powernorm	0.00019135278135876024	1734.3947220490722	-29289.480100525896	inf
