	sumsquare_error	aic	bic	kl_div
rayleigh	0.0001947957807353226	inf	-29264.4615243587	inf
dgamma	0.0002433611784556632	1654.2654273919331	-28850.939567662655	inf
gennorm	0.00025858447338246	1721.9280290255745	-28740.266995028986	inf
gamma	0.0002798417474459213	2409.607652877942	-28596.167653059903	inf
beta	0.00029304245646476467	2323.2496269165254	-28504.584786220432	inf
