	sumsquare_error	aic	bic	kl_div
invgamma	0.00036353617089253956	1461.5075023912614	-28118.90976554185	inf
f	0.000387552486476097	1455.158247179838	-27994.715157890158	inf
gamma	0.000400049875249478	1457.5716972699295	-27944.333944567075	inf
beta	0.0004026149199465676	1460.3570792812088	-27925.16734586147	inf
gennorm	0.0005151225689712014	1391.0052977399432	-27483.198211935207	inf
