	sumsquare_error	aic	bic	kl_div
loggamma	0.000291070601813121	1534.8109835119953	-28524.40857472978	inf
beta	0.0002915506061764266	1542.705382320618	-28513.8943076873	inf
norm	0.0002956057363767811	1568.7443557040522	-28503.71697377806	inf
powernorm	0.0002975676298859933	1568.8007124823473	-28484.14255111838	inf
lognorm	0.0002996351838009034	1583.5486878978236	-28471.512893917847	inf
