	sumsquare_error	aic	bic	kl_div
powerlognorm	0.00048561860161970143	1526.8277469196464	-27583.271361330757	inf
f	0.0004860892734547093	1516.4428872917924	-27581.504358065235	inf
gamma	0.0004861682466659929	1517.7095012151785	-27588.716830453584	inf
beta	0.00048619297826130246	1518.6949884032938	-27581.115257950303	inf
norm	0.0004865086278366863	1485.2988857160994	-27594.949026606253	inf
