	sumsquare_error	aic	bic	kl_div
invgamma	0.00025160934253276514	2365.7219852116637	-28790.14384977686	inf
f	0.00025326666348082414	2194.2540235598653	-28770.659986621522	inf
gamma	0.00025471945982986395	2151.786431904146	-28767.735781063857	inf
beta	0.00025731542913369764	2126.3694961556557	-28741.731814432984	inf
powernorm	0.0002585326166191532	2118.1192787464447	-28740.632818315116	inf
